tokens,tickers,cours,total_tests,ecart_BB_4d,position_prix_BB_4d,position_prix_BB_4h,position_prix_BB_30m,Tests_MM_4d,Tests_MM_4h,Tests_MM_30m,combo_rsi,Tests_RSI,Surventes_RSI_4d,Surachats RSI 4d,combo_cci,combo_chop,CHOP_4d,CHOP_4h,CHOP_30m,Charged_chop_4d,Charged_chop_4h,Charged_chop_30m,Tests_VOL,VOL_var_1d,VOL_var_7d,VOL_var_14d
monero,xmr,167.49,2.0,0.0393038078730598,0.16908956758832303,0.18777546463217526,0.014491535402722184,100.0,0.0,0.0,,10.0,0.0,3.0,10,0,63.81759517769171,59.13868947578283,34.903061721478174,17.53140214482019,13.240196180545048,26.73684537735882,3.0,0.028629940998170435,0.022652718280721042,0.24192667315997773
moonbeam,glmr,0.265905,6.0,0.10581134505024842,0.13718744144762363,0.7069593738888387,0.0996574010963001,100.0,11.0,100.0,,15.0,0.0,40.0,10,0,46.47560118555569,42.992838101628806,33.498659464997615,0.0,0.0,2.2694116039123884,2.0,0.5838151180799787,-0.08482484401322368,-0.09337312171210566
moonriver,movr,6.03,6.0,0.09932220442828267,0.5325230772408396,0.4553908483033516,-3.353410258183199e-05,110.0,110.0,0.0,,110.0,0.0,28.0,0,10,58.81251333098436,73.01992225952698,48.755790534403566,0.0,79.84031197957819,47.33138386622875,2.0,-0.03693502859281724,0.1813731378301539,-0.02378781877240435
morpheus-labs,mitx,0.00709415,9.0,1.4321491492956957,0.5254808277866332,0.2944293093561546,0.5169509615593684,110.0,101.0,110.0,,106.0,0.0,31.0,1,11,12.897478848710398,26.25087995982224,31.75707118525344,0.0,0.0,0.0,2.0,0.0025077624927710663,0.06888301091557,0.14462931215817462
morpheus-network,mnw,1.5,5.0,0.1581438199361773,0.914999147109163,0.27169646287849036,-0.0005256862240597081,111.0,100.0,0.0,,100.0,0.0,13.0,0,10,30.45388222992434,41.782388496984574,12.766673666992876,15.311264583303213,14.709972294781977,4.1762884206515025,4.0,0.0039220980767964864,0.13047484794586597,0.37431416649564697
moviebloc,mbl,0.00633531,6.0,0.8824096101408524,1.0037482206332706,0.4352125891122103,0.080410640250117,111.0,100.0,0.0,,110.0,0.0,16.0,0,10,-4.793589053083635,44.17586470751664,32.752826644312265,126.70602598899475,144.0720713040164,2.8747652553983727,2.0,0.017573506909566123,0.3453206246017817,-0.1964642430871958
multichain,multi,2.24,3.0,0.12786886933017377,0.23391621764854226,0.46745277225479376,0.02669897604692494,100.0,10.0,0.0,,10.0,0.0,9.0,10,10,56.1335340397324,58.40828455187564,26.976581299132313,75.71732208139085,9.98051561184144,91.86723315423545,2.0,-0.00581321929826774,-0.015535187750887022,0.043755164866005634
mxc,mxc,0.00621141,1.0,0.07196782066904886,-0.0012775081992528762,0.3130957468531437,0.11927192026057733,0.0,0.0,0.0,,10.0,0.0,3.0,10,1,63.982099887005404,61.47507354794068,78.3798116449719,160.23805262924265,101.79272268781111,313.56698429269545,1.0,-0.5443199690592159,0.027480768367838755,-0.22098576646016968
my-neighbor-alice,alice,1.021,8.0,0.14950923595370685,0.8257892951509691,0.6835326818090396,0.021261887263077598,111.0,110.0,0.0,,120.0,0.0,16.0,0,0,46.27231977327318,39.49523027271254,24.021745670998648,0.0,0.0,46.62415611196538,2.0,0.0018925199837236863,-0.058807835081746876,-0.18814653010549887
nakamoto-games,naka,1.22,4.0,0.1342705548108703,0.07748236302674003,0.7317110048864672,0.32030323202806377,0.0,10.0,10.0,,11.0,0.0,29.0,10,10,34.59782155483527,39.12691358571066,28.945281929371113,5.029795913601056,4.728560840996231,7.018128113480159,1.0,-0.002194242605129652,-0.05169056210194346,-0.14262512247301573
nano,xno,0.753586,7.0,0.07751946653755083,0.5750411644588187,0.7665076793481364,0.23103840915501328,110.0,111.0,0.0,,15.0,0.0,20.0,10,10,46.1740198734739,49.16982839542681,34.37238771395052,0.0,0.0,28.59614249300236,3.0,0.0068723297286743595,0.044532841519713075,0.13885804675291555
near,near,1.73,10.0,0.20438367364159368,0.8203292070781959,0.809996895794227,0.15760659091588058,111.0,111.0,100.0,,120.0,0.0,31.0,10,1,41.91690808283555,25.355284587195456,26.733673581429933,19.054658133929877,0.0,0.0,3.0,-0.027314329897819636,0.10378001051869437,0.38135208782129326
nem,xem,0.03760673,9.0,0.05702916877513668,0.8352088986580293,0.6133522107918439,0.31826718376341756,101.0,11.0,100.0,,27.0,0.0,30.0,0,1,71.81802644736075,48.059690192750594,51.487414015214625,82.8261541612428,106.6047987240493,48.2276796026634,2.0,0.008873285433061585,0.08538930707846122,0.06862171814053356
neo,neo,12.19,2.0,0.17599639969842515,0.21899197942824541,0.4509760312579674,0.1419455810091604,0.0,10.0,0.0,,10.0,0.0,31.0,10,10,62.245625960998446,63.915874957500904,30.821373966433804,5.363241759684676,18.166332740580124,57.823751217762954,2.0,0.01936115850719413,-0.046391237632606955,-0.01345900161017976
nervos-network,ckb,0.00379472,10.0,0.12294343051635499,0.8378614153789984,0.6968568382245972,0.10903057048821171,111.0,111.0,100.0,,115.0,0.0,31.0,0,10,48.84844849440161,54.589255283004825,32.3916298075837,0.0,0.0,0.0,2.0,0.004741484151399358,0.10296722277696164,0.14863885916424918
netvrk,ntvrk,0.256519,7.0,0.5211055794427099,0.31174337770336386,0.8340433385520423,-0.005746079002146304,101.0,11.0,100.0,,20.0,0.0,42.0,10,1,60.52280349283919,23.356939971744396,32.438150132089,0.0,69.16682407658337,25.70289711102869,2.0,-0.001303315488652496,-0.0579786707492399,0.35480746697269566
newscrypto-coin,nwc,0.072662,2.0,0.07169994595830054,0.12891409741347062,0.3060143548765088,0.09907634193344887,0.0,10.0,0.0,,10.0,0.0,26.0,10,0,47.77961568802453,45.277737021877186,26.982613862133594,21.035371845734694,21.64559320410462,0.0,2.0,0.003370187575882801,0.081922228794946,0.10783345878840207
nexo,nexo,0.757171,9.0,0.043929297879797116,1.0057604220387322,0.8286874221777872,-0.0015558940533411552,111.0,111.0,100.0,,20.0,0.0,46.0,0,1,44.63364639226043,36.18084051471672,40.60319335577658,14.385354493674512,13.429020278545167,22.11552537648712,3.0,0.02326041261612688,0.024342915411263426,0.048660242577574724
nimiq-2,nim,0.0010023,4.0,0.06578693332853533,0.41988721200093293,0.7288661589926603,0.1800979072834336,110.0,10.0,0.0,,10.0,0.0,7.0,10,1,60.20731558366431,34.36669441495161,39.76930509881057,64.02240460343887,58.520152429456076,0.0,2.0,-0.06982657167448621,-0.008807888116751216,-0.01168618387132684
nkn,nkn,0.100127,4.0,0.06337281811115829,0.3063455203401916,0.6654331308389366,0.07088938798034841,100.0,10.0,0.0,,20.0,0.0,16.0,10,0,56.41421756856012,48.501008874404015,31.898976764143992,1.2694492067834275,0.0,62.14213860550385,2.0,-0.07364468984453802,0.25516121837698735,0.21155694850341927
noia-network,noia,0.03507226,1.0,0.19404832289784865,0.43460019613448975,0.250354856369645,0.08817010247446258,100.0,0.0,0.0,,0.0,0.0,28.0,0,11,39.11546846832716,65.04028277953527,79.86678529878874,19.10513220021712,7.556935136434035,273.8155246914723,1.0,-0.02657435902007611,-0.08049938401651822,-0.014091847438691154
nuls,nuls,0.218668,4.0,0.052408079281378736,0.28692576562597394,0.5946030358399738,0.035761638974761846,110.0,10.0,0.0,,10.0,0.0,23.0,10,0,51.525851490262816,46.92091453811358,23.9539503040104,0.0,0.0,30.901805022604904,2.0,0.0016600898830187543,0.058968361547174886,0.026495253326204487
numbers-protocol,num,0.02213278,7.0,0.17009374967433896,0.21825340764019874,0.8032464051129742,0.16757039447438368,10.0,11.0,100.0,,112.0,0.0,6.0,10,1,51.239305891182845,37.82732545607614,50.40649110036694,0.0,0.0,71.77121127594289,2.0,0.004976115205852807,0.04527864763480196,0.40597375607479363
numeraire,nmr,15.34,6.0,0.05689202369360314,0.7818478161426501,0.4811943942394471,0.06224430500099749,111.0,10.0,0.0,,20.0,0.0,7.0,0,0,56.598844843477366,47.56398123064285,43.15741568995378,56.55962773689485,29.746054703234947,74.9269631737174,3.0,-0.06985218575805952,0.07700895222367377,0.2449719827463526
nym,nym,0.170483,8.0,0.16194959869116923,0.5263432706440264,0.5877472480744877,0.345328287508809,110.0,110.0,101.0,,12.0,0.0,59.0,10,0,38.12501721483671,35.99258017059749,32.44284047078078,27.477109735877576,34.24068298714873,0.0,3.0,-0.013876986695357581,0.050410915732933666,0.0842553874580066
oasis-network,rose,0.071463,3.0,0.08520617008457061,0.1205682231045856,0.36345815289821387,0.05049133668265563,100.0,10.0,0.0,,10.0,0.0,46.0,10,10,49.25789225949946,52.35739029119285,23.524311023732,2.688951855524593,0.0,8.748822586750038,2.0,0.013269794034400931,0.13604400916431597,0.04438796885606232
ocean-protocol,ocean,0.406586,6.0,0.11938262170598687,0.19832835760233752,0.7890748124371048,0.22533623598124408,100.0,11.0,100.0,,12.0,0.0,9.0,10,0,44.14764999844621,32.900178161375415,30.28346123150085,1.2543844436911087,0.0,0.0,3.0,0.0377713053102472,0.0024581166225031426,0.034136246705003835
og-fan-token,og,4.73,6.0,0.09654200982159315,0.4805224073703187,0.5,0.19358584627754516,110.0,10.0,0.0,,112.0,0.0,18.0,10,10,27.731471977160705,49.10768777381268,35.071086111303295,135.33830260638237,46.53636502164636,29.538197315967594,1.0,0.019663026664582715,-0.027467213569876435,0.004315838533427947
omisego,omg,0.661235,5.0,0.09245615200137972,0.36341939093322984,0.6046456756474731,0.054695761736777836,110.0,110.0,0.0,,10.0,0.0,21.0,10,0,46.503664738169455,32.79682453761198,30.940092927941787,37.71644321931758,41.22655010050854,0.0,1.0,-0.06442829359651582,-0.05623893289897322,-0.16337487888722926
ontology,ont,0.23267,3.0,0.04841245286578892,0.2571550407208969,0.5618693122195701,0.10981247922908693,100.0,10.0,0.0,,10.0,0.0,19.0,10,0,65.27316737416353,46.6070908505508,29.043366304124035,47.14739319913512,52.93900392473673,87.31482034791178,2.0,0.0066748575913550025,0.08816707958327008,0.0505928318993005
ooki,ooki,0.00236141,7.0,0.10067344408776978,0.40628732950374347,0.7024751454927343,0.01328377127541258,110.0,11.0,100.0,,15.0,0.0,11.0,10,10,45.24580361217309,50.984944355155264,30.989000196762298,185.9440558531358,180.89945884171246,33.581633810489805,1.0,-0.0057816837857930506,0.05929646560522418,0.09540563642499673
openanx,oax,0.186604,3.0,0.04432827032227339,0.08295349555853292,0.6192539144124689,0.0992855791308735,0.0,110.0,0.0,,10.0,0.0,3.0,10,0,56.97610207129762,37.4013975988552,12.898999600728816,143.14408434730245,25.194304229572126,0.0,2.0,-0.04520660946125713,-0.37855866671079036,-0.21117336950438145
optimism,op,1.87,11.0,0.19570349918400237,0.8303602206126823,0.8529739289065122,0.35741204363199686,111.0,111.0,10.0,,116.0,0.0,32.0,10,10,32.94780273436163,45.738709085923276,36.71797232402695,0.0,0.0,0.0,2.0,0.06243225855314989,0.03691214108474169,-0.025447563196023523
oraichain-token,orai,4.15,6.0,0.11772197410621373,0.36129338007269396,0.4212121898006204,0.020707502836808535,101.0,1.0,0.0,,25.0,0.0,6.0,10,10,49.723801623699224,50.87344912031824,33.431728494923334,12.399650012182882,11.129838116064178,0.0,2.0,-0.15691302479457242,0.11005773376277056,0.32160669751107007
orbs,orbs,0.04549713,6.0,0.10679356293999241,0.32631459616885,0.8162019112602865,0.18352608062261516,100.0,111.0,100.0,,10.0,7.0,15.0,10,1,54.483826183754566,35.28694268043052,39.067324298226104,0.08583986767735041,0.06990405818618939,0.0,0.0,0.04959766407119991,0.1067018840582196,-0.3169042240404948
orchid-protocol,oxt,0.076734,7.0,0.06587770243894471,0.2512345635308836,0.6416920909349918,0.8516259252142072,100.0,10.0,111.0,,12.0,0.0,18.0,11,1,56.323462911120195,42.00944928740801,45.89129806728807,3.48026173017751,3.388096521819861,0.0,3.0,0.0507069932488092,0.022066673267783565,0.0933779446415943
ordinals,ordi,21.05,9.0,0.41035410234041775,0.5706529540272609,0.8873191375225145,0.7956853911107179,110.0,111.0,110.0,,11.0,0.0,58.0,10,0,54.527746765515886,32.575385994623616,22.58248859049771,0.0,0.0,0.0,3.0,0.030465177467436627,0.13679980411451514,0.3818856573132631
origin-dollar,ousd,0.997214,9.0,0.0014925842478224177,0.30698967086835494,0.6338001034315657,0.609336611506576,10.0,110.0,111.0,,112.0,0.0,0.0,10,11,17.729393570234585,29.154265440085467,70.91311497599474,404.4644807552405,165.28834510646348,25.534501901535123,2.0,0.006962479251991082,0.24702846099433154,0.4330713495968153
origin-protocol,ogn,0.129775,3.0,0.07357670676941008,0.31429087325116256,0.4913117239923828,0.10979911533250722,100.0,10.0,0.0,,10.0,0.0,10.0,10,0,61.42501178528487,51.84725666306066,25.08379627661423,16.836663353613297,4.622232707390943,141.05037594217856,2.0,0.01346057664067708,0.040114848589909206,-0.11351877789380661
origintrail,trac,0.282503,8.0,0.09443430331709841,0.0465096328458213,0.7977087409506238,0.5671147457250236,100.0,11.0,110.0,,16.0,0.0,14.0,10,10,45.2101983525136,56.847021006403274,41.172972490432095,18.62363668222391,12.16477406319575,20.05003174918035,2.0,-0.037375337416263206,-0.018105952174304177,0.06142392688240388
orion-protocol,orn,0.776896,5.0,0.24308483864456104,0.863558109000318,0.31616961561787243,-0.0015294715356207265,111.0,100.0,0.0,,100.0,0.0,35.0,0,10,18.674583944382558,63.50366700271676,23.824558555826933,27.429337744729892,31.862133891735226,4.657188498314497,0.0,-0.012793960071422625,-0.026002394676229796,-0.07058799955654242
osmosis,osmo,0.678621,10.0,0.3700625853320007,0.7980956979134551,0.8184467492566903,0.11161855801999257,111.0,111.0,100.0,,115.0,0.0,47.0,0,11,18.063231164557106,32.61931048237428,55.38770967255381,11.354179045532092,55.905700314401756,0.49981164054333505,2.0,0.14672143637815266,0.11324905844091201,-0.05217660495791596
ovr,ovr,0.260736,9.0,0.07962878207439492,0.41939971984946456,1.0452427697666589,0.7107435667313124,101.0,11.0,110.0,,25.0,0.0,35.0,10,1,45.12915101686302,-16.320686194437908,-12.293918589074059,0.0,0.0,0.0,3.0,-0.017545762200411676,0.8231386984211927,0.44782610833172504
pancakeswap-token,cake,2.16,5.0,0.1954933622314019,0.5353161207011015,0.6710697740620863,0.07463826817630216,10.0,110.0,0.0,,110.0,0.0,33.0,10,1,45.286317129068166,22.632134340816346,30.301087773409634,0.8752326234476229,6.823584750414732,0.0,2.0,-0.008876295070913937,-0.1616023536609265,-0.2890437193417642
paribus,pbx,0.00129888,10.0,0.1129783148819908,0.463887038579948,1.037368405192107,0.7154575649023107,101.0,11.0,110.0,,26.0,0.0,21.0,10,0,43.381923257238746,22.295325152042093,10.416802961371387,0.0,0.0,0.0,4.0,-0.004075855386006972,0.24689384241834497,0.36404504418649497
paris-saint-germain-fan-token,psg,3.17,6.0,0.10584441708298811,0.558395952619102,0.5065751539371119,-0.004574542307837698,110.0,110.0,0.0,,110.0,0.0,22.0,0,10,29.125162271254013,57.37132174377231,37.841451735421956,0.0,0.0,6.28274128708405,1.0,-0.00037950346047614734,-0.039851498388301064,-0.10677756130182742
parsiq,prq,0.062967,8.0,0.33287890558917005,0.6192385128028248,0.4327904209131387,0.9791143822599996,110.0,110.0,111.0,,2.0,0.0,29.0,1,10,18.780114420485873,67.72015205487459,32.47590461129145,0.0,35.26448686564338,0.0,2.0,-0.0024326694409435683,0.025464823798915133,0.08101436587954657
